p,q,r,theta_1,theta_2,theta_3,theta_4
0.0596622,7.69E-05,-0.000131384,0.204786,-0.206321,0.0490875,-0.0168734
0.058274,3.74E-05,-0.000686989,0.20402,-0.206321,0.0490875,-0.0168734
0.0571303,0.000714606,0.000474549,0.20402,-0.206321,0.0490875,-0.0168734
0.0556545,0.00227675,0.00128092,0.20402,-0.206321,0.0490875,-0.0176411
0.0554063,0.00206289,0.00110793,0.20402,-0.206321,0.0490875,-0.0176411
0.0537035,0.00264154,0.000221453,0.20402,-0.207088,0.0490875,-0.0176411
0.0521639,0.00149973,0.000515773,0.20402,-0.207088,0.0490875,-0.0176411
0.0509621,0.000756382,0.000543422,0.20402,-0.207088,0.0490875,-0.0176411
0.0507696,-0.000479789,0.000784903,0.20402,-0.207088,0.0490875,-0.0176411
0.0507502,-0.00134557,0.000669508,0.20402,-0.207088,0.0490875,-0.0176411
0.0504659,-0.00118487,0.000401928,0.20402,-0.207088,0.0490875,-0.0176411
0.0494875,-0.00011845,8.89E-05,0.20402,-0.207088,0.0490875,-0.0176411
0.0499943,0.000516361,0.000319115,0.20402,-0.207088,0.0490875,-0.0176411
0.0498651,0.00127777,0.000812641,0.20402,-0.207088,0.0490875,-0.0176411
0.0484827,0.000595308,0.000377103,0.20402,-0.207088,0.0490875,-0.0176411
0.0464503,-0.000877344,-0.00229035,0.20402,-0.207088,0.0490875,-0.0176411
0.0446207,-0.00110487,-0.00337272,0.203253,-0.207088,0.0483208,-0.0176411
0.0433433,8.21E-05,-0.00256278,0.203253,-0.207088,0.0483208,-0.0176411
0.0419275,0.000897228,-0.0014033,0.203253,-0.207088,0.0483208,-0.0176411
0.0417105,0.000931344,-0.000530378,0.203253,-0.207088,0.0483208,-0.0176411
0.0414476,0.000224522,0.000353745,0.203253,-0.207088,0.0483208,-0.0176411
0.0398809,-2.91E-05,0.00085955,0.203253,-0.207088,0.0483208,-0.0176411
0.0393249,-7.14E-05,0.000673368,0.203253,-0.207854,0.0483208,-0.0176411
0.0381999,0.000119193,-0.000367106,0.203253,-0.207854,0.0483208,-0.0176411
0.0360493,-0.000192397,-0.000140154,0.203253,-0.207854,0.0483208,-0.0176411
0.0352391,-0.00130789,0.000104538,0.203253,-0.207854,0.0483208,-0.0184078
0.035557,-0.00206486,0.000559806,0.203253,-0.207854,0.0483208,-0.0184078
0.0348851,-0.00204598,0.000991589,0.203253,-0.207854,0.0483208,-0.0184078
0.0329889,-0.00137076,0.00257152,0.203253,-0.207854,0.0483208,-0.0184078
0.0315624,-0.00026744,0.00349782,0.203253,-0.207854,0.0483208,-0.0184078
0.0297994,0.000694669,0.00351521,0.203253,-0.207854,0.0483208,-0.0184078
0.0295359,0.00141386,0.00188507,0.203253,-0.207854,0.0483208,-0.0184078
0.0293983,0.00198793,-5.79E-05,0.203253,-0.207854,0.0483208,-0.0184078
0.0282529,0.00170472,-0.00208311,0.203253,-0.207854,0.0483208,-0.0184078
0.0261966,0.00112863,-0.00154165,0.203253,-0.207854,0.0483208,-0.0184078
0.0252515,0.00164693,-0.000180603,0.203253,-0.207854,0.0483208,-0.0184078
0.0240127,0.00222503,-0.000304983,0.203253,-0.207854,0.0483208,-0.0184078
0.0216384,0.00253862,-0.000572638,0.203253,-0.207854,0.0483208,-0.0184078
0.0204429,0.00227813,-0.000959502,0.203253,-0.207854,0.0483208,-0.0184078
0.0200792,0.00172096,-0.000557245,0.203253,-0.207854,0.0483208,-0.0184078
0.0181642,0.000837653,-0.000675873,0.203253,-0.207854,0.0483208,-0.0184078
0.0163577,0.000798694,-0.000465491,0.203253,-0.207854,0.0483208,-0.0184078
0.0144594,0.00118533,-0.00061784,0.202485,-0.207854,0.0483208,-0.0184078
0.0136543,0.00038842,-0.00041467,0.202485,-0.207854,0.0475531,-0.0184078
0.0125568,0.000239841,-0.000198313,0.202485,-0.207854,0.0475531,-0.0184078
0.0117195,0.000125772,0.000117957,0.202485,-0.207854,0.0475531,-0.0184078
0.0112067,0.000602818,-0.000184045,0.202485,-0.207854,0.0475531,-0.0184078
0.0101293,0.00129751,-0.000161731,0.202485,-0.207854,0.0475531,-0.0184078
0.0094858,0.0014634,-0.00073781,0.202485,-0.207854,0.0475531,-0.0184078
0.00885836,0.00192775,-0.00175983,0.202485,-0.207854,0.0475531,-0.0184078
0.00787688,0.00144174,-0.00228396,0.202485,-0.207854,0.0475531,-0.0184078
0.00876177,0.00069642,-0.00157173,0.202485,-0.207854,0.0475531,-0.0184078
0.00763047,0.000801942,-0.00136692,0.202485,-0.207854,0.0475531,-0.0184078
0.00636693,0.000674001,-0.000637897,0.202485,-0.207854,0.0475531,-0.0184078
0.00443898,0.00111885,0.000622815,0.202485,-0.207854,0.0475531,-0.0184078
0.00228151,0.000759988,0.00010319,0.202485,-0.207854,0.0475531,-0.0184078
0.00044115,0.000320277,-0.00171887,0.202485,-0.207854,0.0475531,-0.0184078
-0.000794448,0.00115906,-0.00115006,0.202485,-0.207854,0.0475531,-0.0184078
-0.00119156,0.00114964,-0.00044033,0.202485,-0.207854,0.0475531,-0.0184078
-0.00285128,0.00141845,0.000900975,0.202485,-0.207854,0.0475531,-0.0184078
-0.00374486,0.00137884,0.00088299,0.202485,-0.207854,0.0475531,-0.0184078
-0.00448686,0.00234108,0.000262654,0.202485,-0.207854,0.0475531,-0.0184078
-0.00512042,0.002127,-0.000174069,0.202485,-0.207854,0.0475531,-0.0184078
-0.00549578,0.00221909,3.21E-05,0.202485,-0.207854,0.0475531,-0.0184078
-0.00530922,0.0025689,5.12E-05,0.202485,-0.207854,0.0475531,-0.0184078
-0.00579107,0.00221281,0.000198825,0.202485,-0.207854,0.0475531,-0.0184078
-0.00670741,0.000882297,0.00048802,0.202485,-0.207854,0.0475531,-0.0184078
-0.00887043,0.000357001,0.000730335,0.202485,-0.207854,0.0475531,-0.0184078
-0.0114941,0.001209,0.000216736,0.202485,-0.207854,0.0475531,-0.0184078
-0.013915,0.00207477,-0.000770711,0.202485,-0.207854,0.0475531,-0.0184078
-0.0151451,0.000781081,-0.00216156,0.202485,-0.207854,0.0475531,-0.0184078
-0.0166199,-0.00098242,-0.00324438,0.202485,-0.207854,0.0475531,-0.0184078
-0.0176596,-0.00214182,-0.00239922,0.202485,-0.207854,0.0475531,-0.0184078
-0.0184859,-0.00131407,-6.33E-05,0.202485,-0.207854,0.0475531,-0.0184078
-0.0195888,0.00082752,0.000156193,0.202485,-0.207854,0.0475531,-0.0184078
-0.0214135,0.00154399,-0.000680656,0.202485,-0.207854,0.0475531,-0.0184078
-0.0225833,0.00211245,-0.000992001,0.202485,-0.207854,0.0475531,-0.0184078
-0.0226104,0.00405528,-0.00149287,0.202485,-0.207854,0.0475531,-0.0184078
-0.0228868,0.0054355,-0.00142845,0.202485,-0.207854,0.0475531,-0.0184078
-0.0238998,0.00558404,-0.000569009,0.202485,-0.207854,0.0475531,-0.0184078
-0.0238534,0.00506231,-0.000400052,0.202485,-0.207854,0.0475531,-0.0184078
-0.0233879,0.00321819,0.000714204,0.202485,-0.207854,0.0475531,-0.0184078
-0.0247777,0.00217867,0.00286032,0.202485,-0.207854,0.0475531,-0.0184078
-0.0272664,0.00037977,0.00296443,0.202485,-0.207854,0.0475531,-0.0184078
-0.0295695,-0.000718036,0.00321931,0.202485,-0.207854,0.0475531,-0.0184078
-0.0307729,-0.000269205,0.00186338,0.202485,-0.207854,0.0475531,-0.0184078
-0.0315786,8.49E-05,0.00111819,0.202485,-0.207854,0.0475531,-0.0184078
-0.0334863,-0.000313849,0.00210635,0.202485,-0.207854,0.0475531,-0.0184078
-0.0355129,-0.000269369,0.000273622,0.202485,-0.207854,0.0475531,-0.0184078
-0.0352431,-0.000592955,-0.000456386,0.202485,-0.207854,0.0475531,-0.0184078
-0.0338797,-0.000718759,0.000489405,0.202485,-0.207854,0.0475531,-0.0184078
-0.034338,-0.000433468,0.000415168,0.202485,-0.207854,0.0475531,-0.0184078
-0.0349386,-0.000250847,0.000110677,0.202485,-0.207854,0.0475531,-0.0184078
-0.0353866,0.0009097,-0.00113207,0.202485,-0.207854,0.0475531,-0.0184078
-0.0366074,0.00171977,-0.00200934,0.202485,-0.207854,0.0475531,-0.0184078
-0.0369958,0.00294386,-0.00188461,0.203253,-0.207854,0.0475531,-0.0184078
-0.0388765,0.00226229,-0.000775249,0.203253,-0.207854,0.0483208,-0.0184078
-0.0423115,0.00112709,0.000267698,0.203253,-0.207854,0.0483208,-0.0184078
-0.0448704,0.000798098,0.00122166,0.203253,-0.207854,0.0483208,-0.0184078
-0.0451292,0.000787823,0.00147606,0.203253,-0.207854,0.0483208,-0.0184078
-0.0455286,0.000556118,0.00165751,0.203253,-0.207854,0.0483208,-0.0184078
-0.0457357,0.000659048,0.0010052,0.203253,-0.207854,0.0483208,-0.0184078
-0.0458029,0.000320374,-0.000557804,0.203253,-0.207854,0.0483208,-0.0184078
-0.0466139,-0.0011247,-0.000842617,0.203253,-0.207854,0.0483208,-0.0184078
-0.0472126,-0.000951038,0.000393837,0.203253,-0.207854,0.0483208,-0.0184078
-0.0479973,-0.000327372,0.00216771,0.203253,-0.207854,0.0483208,-0.0176411
-0.0497504,0.000155217,0.00265987,0.203253,-0.207854,0.0483208,-0.0176411
-0.0515031,0.000555172,0.00350701,0.203253,-0.207088,0.0483208,-0.0176411
-0.0524,0.000868357,0.00306169,0.203253,-0.207088,0.0483208,-0.0176411
-0.053354,0.00203902,0.00207174,0.203253,-0.207088,0.0483208,-0.0176411
-0.0541422,0.00402984,0.00132883,0.203253,-0.207088,0.0483208,-0.0176411
-0.055213,0.00354513,0.0009467,0.20402,-0.207088,0.0483208,-0.0176411
-0.0561195,0.00178376,0.000927365,0.20402,-0.207088,0.0483208,-0.0176411
-0.057755,0.000731437,0.00114328,0.20402,-0.207088,0.0490875,-0.0176411
-0.0583103,0.000984191,0.00022865,0.20402,-0.207088,0.0490875,-0.0176411
-0.0589019,0.000557086,-0.00103121,0.20402,-0.207088,0.0490875,-0.0176411
-0.0586083,0.00166032,-0.00129419,0.20402,-0.207088,0.0490875,-0.0176411
-0.059099,0.00155102,-0.000778959,0.20402,-0.207088,0.0490875,-0.0176411
-0.0608023,0.00175246,-0.000149437,0.20402,-0.207088,0.0490875,-0.0176411
-0.0615156,0.00124457,-0.000298844,0.20402,-0.206321,0.0490875,-0.0176411
-0.0618212,0.000813923,-0.00032387,0.20402,-0.206321,0.0490875,-0.0176411
-0.0633874,-0.000191161,0.00082232,0.20402,-0.206321,0.0490875,-0.0168734
-0.0648615,-0.000686833,0.00169656,0.20402,-0.206321,0.0490875,-0.0168734
-0.066583,-1.57E-05,0.00180326,0.204786,-0.206321,0.0490875,-0.0168734
-0.0668487,-0.000568197,0.00102266,0.204786,-0.206321,0.0490875,-0.0168734
-0.0674436,0.000757008,0.000887602,0.204786,-0.206321,0.0490875,-0.0168734
-0.0684528,0.00224772,0.00232246,0.204786,-0.206321,0.0490875,-0.0168734
-0.067449,0.00237759,0.00210371,0.204786,-0.206321,0.0498543,-0.0168734
-0.0676676,0.00192182,0.00216957,0.204786,-0.206321,0.0498543,-0.0168734
-0.0690939,0.00203315,0.0011543,0.204786,-0.206321,0.0498543,-0.0168734
-0.0701907,0.00144751,-0.000108839,0.204786,-0.206321,0.0498543,-0.0168734
-0.0706457,0.00168286,-0.000305318,0.204786,-0.205553,0.0498543,-0.0168734
-0.072337,0.00116981,-9.23E-05,0.204786,-0.205553,0.0498543,-0.0168734
-0.0731358,-0.000311636,0.000249974,0.204786,-0.205553,0.0498543,-0.0161066
-0.0743458,-0.00252771,-5.08E-06,0.205553,-0.205553,0.0498543,-0.0161066
-0.0764528,-0.00177697,-0.000928909,0.205553,-0.205553,0.0498543,-0.0161066
-0.0771027,7.03E-05,-0.000333526,0.205553,-0.205553,0.0498543,-0.0161066
-0.0775344,0.000773883,0.000649705,0.205553,-0.205553,0.0498543,-0.0161066
-0.0781957,0.00243768,0.00127628,0.205553,-0.205553,0.0498543,-0.0161066
-0.0779927,0.00309308,0.00179081,0.205553,-0.205553,0.050621,-0.0161066
-0.0777961,0.00315723,0.00227708,0.205553,-0.205553,0.050621,-0.0161066
-0.0783454,0.00324298,0.00280026,0.205553,-0.204786,0.050621,-0.0161066
-0.0784618,0.00208957,0.00295557,0.205553,-0.204786,0.050621,-0.0161066
-0.0794826,0.000385999,0.00292839,0.206321,-0.204786,0.050621,-0.0161066
-0.0805986,-0.000394696,0.00292458,0.206321,-0.204786,0.050621,-0.0161066
-0.0817776,-0.00133889,0.00160771,0.206321,-0.204786,0.050621,-0.0153399
-0.082991,-0.00106128,0.00136144,0.206321,-0.204786,0.050621,-0.0153399
-0.082898,-0.000810751,0.00249536,0.206321,-0.204786,0.050621,-0.0153399
-0.083574,-0.000224345,0.00245051,0.206321,-0.204786,0.050621,-0.0153399
-0.0839256,0.00112267,0.00341086,0.206321,-0.204786,0.050621,-0.0153399
-0.0832656,0.00153887,0.00283764,0.206321,-0.20402,0.0513887,-0.0153399
-0.0846374,0.00204378,0.00186166,0.206321,-0.20402,0.0513887,-0.0153399
-0.0846614,0.00170696,0.00189009,0.206321,-0.20402,0.0513887,-0.0153399
-0.0858547,0.00151781,0.00154985,0.207088,-0.20402,0.0513887,-0.0153399
-0.0876392,0.000936023,0.00127652,0.207088,-0.20402,0.0513887,-0.0153399
-0.0897224,0.00038275,0.00126161,0.207088,-0.20402,0.0513887,-0.0145731
-0.0904338,0.000871799,0.000666088,0.207088,-0.20402,0.0513887,-0.0145731
-0.0898521,0.00160148,0.00088024,0.207088,-0.20402,0.0513887,-0.0145731
-0.0895493,0.00337995,0.000962167,0.207088,-0.20402,0.0513887,-0.0145731
-0.0911032,0.00310125,0.00124837,0.207088,-0.203253,0.0513887,-0.0145731
-0.0914407,0.0026069,0.00154976,0.207088,-0.203253,0.0521555,-0.0145731
-0.0919507,0.00184148,0.00140154,0.207854,-0.203253,0.0521555,-0.0145731
-0.0911555,0.00172379,-0.000167587,0.207854,-0.203253,0.0521555,-0.0145731
-0.0906068,0.00115252,-0.000633643,0.207854,-0.203253,0.0521555,-0.0145731
-0.0901954,-5.24E-05,-0.000875496,0.207854,-0.203253,0.0521555,-0.0145731
-0.091021,0.000385529,-0.000502572,0.207854,-0.203253,0.0521555,-0.0145731
-0.0923552,0.00105989,-0.000382611,0.207854,-0.203253,0.0521555,-0.0138054
-0.0932602,0.00120224,-0.000565805,0.207854,-0.202485,0.0521555,-0.0138054
-0.09415,0.000635355,-4.94E-05,0.207854,-0.202485,0.0521555,-0.0138054
-0.0945606,-0.00046567,-0.000310951,0.208621,-0.202485,0.0529222,-0.0138054
-0.0943425,-0.000153654,-0.000768931,0.208621,-0.202485,0.0529222,-0.0138054
-0.0949441,0.00110525,-0.00209849,0.208621,-0.202485,0.0529222,-0.0138054
-0.0953385,0.00153793,-0.00228194,0.208621,-0.202485,0.0529222,-0.0138054
-0.0963219,0.00155293,-0.00269488,0.208621,-0.202485,0.0529222,-0.0138054
-0.0966847,0.00173972,-0.00200453,0.208621,-0.202485,0.0529222,-0.0138054
-0.0976644,0.00258311,-5.79E-05,0.208621,-0.202485,0.0529222,-0.0130386
-0.0984334,0.00297345,0.00114098,0.209389,-0.201718,0.0529222,-0.0130386
-0.0981574,0.00275373,0.00144086,0.209389,-0.201718,0.053689,-0.0130386
-0.0980152,0.00207864,0.00149105,0.209389,-0.201718,0.053689,-0.0130386
-0.0980064,0.00107478,0.000171832,0.209389,-0.201718,0.053689,-0.0130386
-0.097962,0.000834643,-0.000460462,0.209389,-0.201718,0.053689,-0.0130386
-0.098371,0.000555268,-0.000916139,0.209389,-0.201718,0.053689,-0.0130386
-0.100007,-0.000408911,-0.00174163,0.209389,-0.201718,0.053689,-0.0130386
-0.1005,-0.000736804,-0.00156611,0.209389,-0.200952,0.053689,-0.0122719
-0.0994846,0.000474869,-0.00169107,0.210155,-0.200952,0.053689,-0.0122719
-0.0996897,0.00174203,-0.00285364,0.210155,-0.200952,0.053689,-0.0122719
-0.0995326,0.0017336,-0.00165708,0.210155,-0.200952,0.0544567,-0.0122719
-0.101161,0.00185839,0.00075978,0.210155,-0.200952,0.0544567,-0.0122719
-0.102703,0.0036325,0.00191363,0.210155,-0.200952,0.0544567,-0.0122719
-0.10252,0.0040299,0.00331457,0.210155,-0.200952,0.0544567,-0.0122719
-0.101756,0.00326998,0.00354649,0.210155,-0.200952,0.0544567,-0.0122719
-0.101598,0.00179792,0.00337428,0.210155,-0.200185,0.0544567,-0.0122719
-0.10297,8.93E-05,0.00390507,0.210922,-0.200185,0.0544567,-0.0122719
-0.103837,-0.000284755,0.00361354,0.210922,-0.200185,0.0552235,-0.0115051
-0.104513,-0.00112244,0.00314426,0.210922,-0.200185,0.0552235,-0.0115051
-0.106229,0.000128559,0.00419707,0.210922,-0.200185,0.0552235,-0.0115051
-0.10739,0.000752508,0.00456161,0.210922,-0.200185,0.0552235,-0.0115051
-0.107422,7.37E-05,0.00499306,0.210922,-0.200185,0.0552235,-0.0115051
-0.10576,-0.000230522,0.00395422,0.210922,-0.200185,0.0552235,-0.0115051
-0.105112,-0.00126752,0.00187205,0.211689,-0.199417,0.0552235,-0.0115051
-0.104354,0.00060483,0.000265068,0.211689,-0.199417,0.0552235,-0.0115051
-0.104504,0.00219992,0.000589504,0.211689,-0.199417,0.0559902,-0.0115051
-0.10422,0.00351153,0.00166356,0.211689,-0.199417,0.0559902,-0.0107374
-0.104186,0.00408479,0.00231548,0.211689,-0.199417,0.0559902,-0.0107374
-0.104807,0.00409529,0.00255608,0.211689,-0.199417,0.0559902,-0.0107374
-0.105744,0.00310523,0.00268724,0.211689,-0.199417,0.0559902,-0.0107374
-0.105952,0.00191136,0.0025852,0.212457,-0.199417,0.0559902,-0.0107374
-0.106824,-0.000126221,0.00268105,0.212457,-0.19865,0.0559902,-0.0107374
-0.107193,-0.00148118,0.00254259,0.212457,-0.19865,0.056757,-0.0107374
-0.106856,-0.000960053,0.00208533,0.212457,-0.19865,0.056757,-0.0107374
-0.107956,-0.0011389,0.00151563,0.212457,-0.19865,0.056757,-0.00997066
-0.108108,-0.00124022,0.000163152,0.212457,-0.19865,0.056757,-0.00997066
-0.107772,0.000100969,0.000154546,0.212457,-0.19865,0.056757,-0.00997066
-0.108551,0.000684528,0.00120093,0.213223,-0.19865,0.056757,-0.00997066
-0.108442,0.00136978,0.000369488,0.213223,-0.19865,0.056757,-0.00997066
-0.108162,0.00196572,0.00017406,0.213223,-0.197884,0.056757,-0.00997066
-0.10803,0.00253817,0.00170805,0.213223,-0.197884,0.0575247,-0.00997066
-0.107895,0.00420459,0.00298356,0.213223,-0.197884,0.0575247,-0.00997066
-0.107297,0.0048024,0.00263981,0.213223,-0.197884,0.0575247,-0.00920391
-0.108677,0.00419494,0.00144592,0.213223,-0.197884,0.0575247,-0.00920391
-0.108641,0.00266167,0.001691,0.213223,-0.197884,0.0575247,-0.00920391
-0.107669,0.00122797,0.000947974,0.21399,-0.197884,0.0575247,-0.00920391
-0.106624,0.00143609,0.00160408,0.21399,-0.197117,0.0575247,-0.00920391
-0.105737,0.00158058,0.00275728,0.21399,-0.197117,0.0582914,-0.00920391
-0.105137,-0.000303977,0.00351028,0.21399,-0.197117,0.0582914,-0.00920391
-0.104562,-0.000160792,0.00289039,0.21399,-0.197117,0.0582914,-0.00920391
-0.105349,-0.000259751,0.00174753,0.21399,-0.197117,0.0582914,-0.00920391
-0.105879,-0.00125957,0.00101212,0.21399,-0.197117,0.0582914,-0.00843716
-0.106475,-0.000949153,0.000848978,0.21399,-0.197117,0.0582914,-0.00843716
-0.106946,0.000875718,0.00046277,0.214757,-0.197117,0.0582914,-0.00843716
-0.107087,0.00247189,8.50E-06,0.214757,-0.19635,0.0590582,-0.00843716
-0.106687,0.00241946,-0.000723326,0.214757,-0.19635,0.0590582,-0.00843716
-0.106596,0.0016135,-0.000758075,0.214757,-0.19635,0.0590582,-0.00843716
-0.106556,0.00138096,0.000650718,0.214757,-0.19635,0.0590582,-0.00843716
-0.106835,0.000483132,0.00246075,0.214757,-0.19635,0.0590582,-0.00766945
-0.107686,0.00113754,0.00304723,0.214757,-0.19635,0.0590582,-0.00766945
-0.107493,0.00110219,0.00314157,0.215525,-0.19635,0.0590582,-0.00766945
-0.105774,0.000649064,0.00234695,0.215525,-0.19635,0.0598249,-0.00766945
-0.103805,0.000826723,0.002105,0.215525,-0.19635,0.0598249,-0.00766945
-0.1031,0.00112834,0.00235116,0.215525,-0.195582,0.0598249,-0.00766945
-0.102969,0.000564105,0.00183605,0.215525,-0.195582,0.0598249,-0.00766945
-0.104018,0.00142742,0.00219016,0.215525,-0.195582,0.0598249,-0.00766945
-0.104458,0.00311559,0.00123989,0.215525,-0.195582,0.0598249,-0.00766945
-0.103975,0.00211396,0.000995337,0.215525,-0.195582,0.0598249,-0.00766945
-0.10326,0.00163843,-0.000162126,0.216291,-0.195582,0.0605927,-0.00690269
-0.102914,0.00152819,-0.00125925,0.216291,-0.195582,0.0605927,-0.00690269
-0.103388,0.00172691,-0.00240081,0.216291,-0.195582,0.0605927,-0.00690269
-0.104016,0.000964201,-0.00209858,0.216291,-0.194816,0.0605927,-0.00690269
-0.10382,0.00148979,-0.00154926,0.216291,-0.194816,0.0605927,-0.00690269
-0.103931,0.00144432,-0.00108309,0.216291,-0.194816,0.0605927,-0.00690269
-0.102747,0.00145361,-0.00146383,0.216291,-0.194816,0.0605927,-0.00690269
-0.101565,0.00104339,-0.00170153,0.217058,-0.194816,0.0613594,-0.00690269
-0.101236,0.00112567,-0.00127988,0.217058,-0.194816,0.0613594,-0.00690269
-0.100836,0.000935702,-0.00122365,0.217058,-0.194816,0.0613594,-0.00613594
-0.101204,0.000332511,-0.00102119,0.217058,-0.194816,0.0613594,-0.00613594
-0.100537,0.000352419,0.000275276,0.217058,-0.194049,0.0613594,-0.00613594
-0.09827,0.00044757,0.00123647,0.217058,-0.194049,0.0613594,-0.00613594
-0.0976978,-8.94E-05,0.00169369,0.217058,-0.194049,0.0613594,-0.00613594
-0.0984585,0.000446468,0.00137468,0.217058,-0.194049,0.0621262,-0.00613594
-0.0994685,0.00024104,0.00106974,0.217825,-0.194049,0.0621262,-0.00613594
-0.100353,-0.000903287,0.00179811,0.217825,-0.194049,0.0621262,-0.00613594
-0.0994896,-0.0009854,0.00147132,0.217825,-0.194049,0.0621262,-0.00536919
-0.0993057,-0.00067445,0.000399604,0.217825,-0.194049,0.0621262,-0.00536919
-0.0989744,2.57E-05,0.000518463,0.217825,-0.194049,0.0621262,-0.00536919
-0.0991662,0.000754042,0.00068327,0.217825,-0.193282,0.0621262,-0.00536919
-0.0996844,-0.000271992,-0.000351706,0.217825,-0.193282,0.0621262,-0.00536919
-0.0993341,-0.000340545,-0.000509695,0.217825,-0.193282,0.0628929,-0.00536919
-0.0977863,0.000740982,0.000913515,0.217825,-0.193282,0.0628929,-0.00536919
-0.0963248,0.00121634,0.0015763,0.218593,-0.193282,0.0628929,-0.00536919
-0.0953354,0.00126044,0.00148834,0.218593,-0.193282,0.0628929,-0.00536919
-0.095205,0.000985003,0.000310517,0.218593,-0.193282,0.0628929,-0.00460148
-0.0947734,0.00119285,-0.000203387,0.218593,-0.193282,0.0628929,-0.00460148
-0.0943415,0.00193136,0.000313892,0.218593,-0.192514,0.0628929,-0.00460148
-0.0933737,0.0016196,0.000926255,0.218593,-0.192514,0.0628929,-0.00460148
-0.0928489,0.00167393,0.000789485,0.218593,-0.192514,0.0636606,-0.00460148
-0.092656,0.00150545,0.00160848,0.218593,-0.192514,0.0636606,-0.00460148
-0.0932193,0.00110666,0.00237702,0.219359,-0.192514,0.0636606,-0.00460148
-0.0921546,0.00104902,0.00189143,0.219359,-0.192514,0.0636606,-0.00460148
-0.0906687,0.000626779,0.00163711,0.219359,-0.192514,0.0636606,-0.00460148
-0.0918644,0.000738709,0.00101341,0.219359,-0.192514,0.0636606,-0.00383472
-0.0931916,0.000844321,0.0022324,0.219359,-0.192514,0.0636606,-0.00383472
-0.0937619,0.000634267,0.00229455,0.219359,-0.192514,0.0644274,-0.00383472
-0.0929982,0.000708758,0.00189797,0.219359,-0.191748,0.0644274,-0.00383472
-0.0917388,0.000799089,0.00149748,0.219359,-0.191748,0.0644274,-0.00383472
-0.090374,0.00131594,0.000465772,0.219359,-0.191748,0.0644274,-0.00383472
-0.0889643,0.00146661,-3.62E-05,0.220126,-0.191748,0.0644274,-0.00383472
-0.0887369,0.000894188,-0.000904926,0.220126,-0.191748,0.0644274,-0.00383472
-0.0872328,-9.89E-05,-0.000928082,0.220126,-0.191748,0.0644274,-0.00383472
-0.0858648,-0.00121082,-0.00111224,0.220126,-0.191748,0.0644274,-0.00306797
-0.0853637,-0.00144523,-0.00155293,0.220126,-0.191748,0.0651941,-0.00306797
-0.0856665,-0.00115071,-0.0013895,0.220126,-0.191748,0.0651941,-0.00306797
-0.0855701,9.28E-05,-0.00136449,0.220126,-0.190981,0.0651941,-0.00306797
-0.0859392,0.000896855,0.000152751,0.220126,-0.190981,0.0651941,-0.00306797
-0.085731,0.00177298,0.00165389,0.220126,-0.190981,0.0651941,-0.00306797
-0.0851048,0.00203204,0.0012114,0.220893,-0.190981,0.0651941,-0.00306797
-0.0837399,0.00125267,0.00237233,0.220893,-0.190981,0.0651941,-0.00306797
-0.0837347,0.00211691,0.00315804,0.220893,-0.190981,0.0651941,-0.00306797
-0.0833761,0.00278789,0.00180942,0.220893,-0.190981,0.0659609,-0.00306797
-0.0816271,0.00298092,0.000626019,0.220893,-0.190981,0.0659609,-0.00306797
-0.0802447,0.00281938,3.05E-05,0.220893,-0.190981,0.0659609,-0.00306797
-0.0800486,0.00304218,-0.000224979,0.220893,-0.190981,0.0659609,-0.00230122
-0.078218,0.00184247,0.000395148,0.220893,-0.190214,0.0659609,-0.00230122
-0.0772869,-7.17E-05,0.000754266,0.220893,-0.190214,0.0659609,-0.00230122
-0.0772799,0.000115751,-0.000388727,0.220893,-0.190214,0.0659609,-0.00230122
-0.0765029,0.000381484,-0.000346535,0.220893,-0.190214,0.0659609,-0.00230122
-0.0764861,0.000424868,0.000623643,0.221661,-0.190214,0.0659609,-0.00230122
-0.0761517,-0.000609734,0.000701285,0.221661,-0.190214,0.0667286,-0.00230122
-0.0741397,-0.000888535,0.000750548,0.221661,-0.190214,0.0667286,-0.00230122
-0.0736461,-0.000579865,0.000103532,0.221661,-0.190214,0.0667286,-0.00153351
-0.0745486,-0.000415885,0.000122315,0.221661,-0.190214,0.0667286,-0.00153351
-0.0754324,-0.000276954,0.00119664,0.221661,-0.190214,0.0667286,-0.00153351
-0.0757097,0.00131248,0.00155477,0.221661,-0.190214,0.0667286,-0.00153351
-0.0746165,0.0021869,0.00103941,0.221661,-0.189446,0.0667286,-0.00153351
-0.0731731,0.00189765,0.000644102,0.221661,-0.189446,0.0667286,-0.00153351
-0.0720973,0.00183919,0.00114883,0.221661,-0.189446,0.0667286,-0.00153351
-0.070213,0.00214939,0.000592119,0.221661,-0.189446,0.0667286,-0.00153351
-0.0690505,0.00131962,-0.000794471,0.222427,-0.189446,0.0674953,-0.00153351
-0.0689851,0.00105239,0.000280707,0.222427,-0.189446,0.0674953,-0.00153351
-0.0687889,0.00109548,0.00120934,0.222427,-0.189446,0.0674953,-0.00153351
-0.0681351,0.00205265,0.000522017,0.222427,-0.189446,0.0674953,-0.00153351
-0.0675965,0.000919073,0.000472016,0.222427,-0.189446,0.0674953,-0.00153351
-0.0669569,0.000719174,0.000908374,0.222427,-0.189446,0.0674953,-0.000766754
-0.0647742,-4.42E-05,0.000794857,0.222427,-0.189446,0.0674953,-0.000766754
-0.062773,0.000878333,0.00079251,0.222427,-0.189446,0.0674953,-0.000766754
